CT,field_2,field_3,O_Area_km2,ID_0,ISO,NAME_0,ID_1,NAME_1,TYPE_1,ENGTYPE_1,NL_NAME_1,VARNAME_1,P_Area_km2
379,-3.00493,5.27995,95.94438,57,CIV,Côte d'Ivoire,16,Sud-Comoé,Région,Region,,,95.94438
380,-6.59396,5.77537,65.55128,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,65.55128
381,-3.97841,5.40215,0.52423,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.52423
382,-6.97252,8.76412,1262.43123,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,,1261.66381
382,-6.97252,8.76412,1262.43123,57,CIV,Côte d'Ivoire,4,Denguélé,Région,Region,,,0.76742
383,-5.05917,5.75832,243.08883,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,11.56191
383,-5.05917,5.75832,243.08883,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,231.52691
384,-6.89104,5.64062,1144.9352,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,55.937
384,-6.89104,5.64062,1144.9352,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,1088.99821
385,-3.99421,5.39648,0.6267,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.6267
386,-7.30751,5.37985,862.01958,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,862.01958
387,-6.82034,5.20702,821.42953,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,821.42953
388,-7.0676,4.9339,1009.93505,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,1009.93505
389,-8.09925,6.57752,389.08436,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,389.08436
390,-7.0632,6.89085,486.77882,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,165.70294
390,-7.0632,6.89085,486.77882,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,,71.1976
390,-7.0632,6.89085,486.77882,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,249.87828
391,-7.55849,7.40757,25.54637,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,,25.54637
392,-3.30314,9.80288,6021.65283,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,,6021.65283
393,-5.61529,6.99896,249.87115,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,249.87115
394,-4.02559,5.32152,0.51815,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.51815
395,-5.32508,5.27949,251.40057,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,251.40057
396,-5.54909,6.4169,114.38853,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,114.38853
397,-6.55859,8.10914,524.79071,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,,524.79071
398,-7.3357,6.73604,67.10898,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,67.10898
399,-3.44485,7.10288,326.12691,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central,326.12691
400,-3.10317,5.72178,182.03092,57,CIV,Côte d'Ivoire,16,Sud-Comoé,Région,Region,,,182.03092
401,-3.34959,6.36495,152.63898,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central,152.63898
402,-3.10828,5.15643,203.64185,57,CIV,Côte d'Ivoire,16,Sud-Comoé,Région,Region,,,203.64185
403,-2.94687,5.197,64.4289,57,CIV,Côte d'Ivoire,16,Sud-Comoé,Région,Region,,,64.4289
404,-3.90797,5.2492,11.69358,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,11.69358
405,-3.03609,5.28737,104.48176,57,CIV,Côte d'Ivoire,16,Sud-Comoé,Région,Region,,,104.48176
406,-4.18183,5.67444,199.96573,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,198.28314
406,-4.18183,5.67444,199.96573,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.68259
407,-4.51743,5.68707,108.88705,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,2.66503
407,-4.51743,5.68707,108.88705,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,106.22202
408,-4.0242,5.43876,0.84308,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.84308
409,-3.97813,5.37435,1.08787,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.08787
410,-3.99866,5.3584,1.03029,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.03029
411,-5.0092,7.70456,6.83291,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,6.83291
412,-5.24357,6.8655,13.30308,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,13.30308
413,-5.37673,6.24359,149.43601,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,16.64684
413,-5.37673,6.24359,149.43601,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,132.78917
414,-6.43392,6.86506,17.48813,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,17.48813
415,-3.75126,7.30311,751.06969,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central,8.85916
415,-3.75126,7.30311,751.06969,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,742.21054
416,-4.20603,5.97701,134.59336,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,134.59336
417,-7.38354,7.37782,550.94959,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,,550.94959
418,-4.01328,5.30081,0.92543,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.92543
419,-4.05564,5.477,5.67344,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,5.67344
420,-4.02954,5.44615,3.28279,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,3.28279
421,-3.97875,7.88702,834.32244,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,415.67912
421,-3.97875,7.88702,834.32244,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,,418.64332
422,-3.94752,5.31027,1.27465,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.27465
423,-4.02693,5.43325,1.08557,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.08557
424,-6.66321,4.98273,161.78155,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,161.78155
425,-4.0182,5.32725,0.20861,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.20861
426,-7.40235,6.80278,335.36837,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,335.36837
427,-6.88195,9.88881,2106.82618,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,,649.84435
427,-6.88195,9.88881,2106.82618,57,CIV,Côte d'Ivoire,4,Denguélé,Région,Region,,,1456.98184
428,-5.17323,9.57733,253.21247,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,,253.21247
429,-4.99119,7.71833,325.02787,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,325.02787
430,-6.63938,4.80388,164.55104,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,164.55104
431,-4.07319,5.34865,0.43562,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.43562
432,-3.09357,8.52285,1598.72998,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,,1598.72998
433,-3.95424,5.34676,1.34903,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.34903
434,-5.26056,6.78831,10.42728,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,10.42728
435,-4.0069,5.39432,1.11065,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.11065
436,-4.0255,5.34733,0.2184,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.2184
437,-4.00176,5.2738,1.02062,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.02062
438,-4.03918,5.3213,0.78374,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.78374
439,-2.96027,5.14334,78.27153,57,CIV,Côte d'Ivoire,16,Sud-Comoé,Région,Region,,,78.27153
440,-4.02037,5.34743,0.4046,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.4046
441,-5.59607,5.11436,169.9363,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,169.9363
442,-3.99676,5.31541,0.73926,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.73926
443,-3.97199,5.31108,1.88409,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.88409
444,-5.13652,8.23287,505.11409,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,505.11409
445,-5.07506,7.66744,68.48687,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,68.48687
446,-5.37407,6.28901,147.13028,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,147.13028
447,-6.39896,6.38666,122.50823,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,122.50823
448,-6.55624,5.01497,100.71134,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,100.71134
449,-6.46946,7.05772,234.37031,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,234.37031
450,-6.16847,6.67498,125.45146,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,22.68516
450,-6.16847,6.67498,125.45146,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,102.76629
451,-5.94227,6.13072,7.99339,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,7.99339
452,-5.95607,6.13905,24.75448,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,24.75448
453,-6.74457,5.0404,169.31788,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,169.31788
454,-6.30846,5.99579,303.94088,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,52.7146
454,-6.30846,5.99579,303.94088,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,251.22628
455,-3.94841,5.29123,5.67686,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,5.67686
456,-5.81186,6.96802,148.16551,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,148.16551
457,-4.0206,5.35227,0.18961,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.18961
458,-5.57807,5.47693,299.00106,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,299.00106
459,-6.42029,5.99654,98.89288,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,98.89288
460,-6.35372,5.7488,197.02041,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,196.71837
460,-6.35372,5.7488,197.02041,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,0.30204
461,-7.51002,4.9917,343.79305,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,343.79305
462,-7.53305,7.40851,138.32538,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,,138.32538
463,-7.13925,6.46096,990.1839,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,741.61705
463,-7.13925,6.46096,990.1839,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,236.28834
463,-7.13925,6.46096,990.1839,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,12.27851
464,-4.03997,5.44176,1.82724,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.82724
465,-6.58568,6.77757,227.65756,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,227.65756
466,-6.44552,9.84215,135.07735,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,,135.07735
467,-6.9431,4.64502,85.26532,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,85.26532
468,-4.45989,5.33689,82.60483,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,82.60483
469,-5.01157,5.25954,465.80493,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,465.37594
469,-5.01157,5.25954,465.80493,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,0.42899
470,-3.9361,5.37383,3.80365,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,3.80365
471,-4.09819,5.36168,1.0331,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.0331
472,-8.2558,6.84872,258.45292,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,21.46683
472,-8.2558,6.84872,258.45292,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,,236.9861
473,-7.4887,6.20263,482.46629,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,482.46629
474,-6.69567,5.20052,160.96461,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,160.96461
475,-6.92058,6.09599,199.26423,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,199.26423
476,-5.84253,5.9913,286.12844,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,51.09784
476,-5.84253,5.9913,286.12844,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,235.0306
477,-5.78888,5.16862,291.01327,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,144.01304
477,-5.78888,5.16862,291.01327,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,147.00024
478,-6.1251,5.90172,382.33444,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,1.42971
478,-6.1251,5.90172,382.33444,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,380.90473
479,-6.65801,5.69381,178.33374,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,178.33374
480,-6.5623,5.13736,175.34399,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,175.34399
481,-6.58812,5.7884,46.15052,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,46.15052
482,-6.41128,5.89164,164.45958,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,164.45958
483,-6.2445,6.89773,74.37924,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,0.01542
483,-6.2445,6.89773,74.37924,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,74.36382
484,-5.93382,6.11662,12.0937,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,12.0937
485,-6.26447,5.65603,464.16285,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,464.16285
486,-6.6443,5.24334,161.73127,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,161.73127
487,-5.87573,7.46817,339.30339,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,326.8043
487,-5.87573,7.46817,339.30339,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,12.49909
488,-5.87165,7.57505,476.53227,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,476.53227
489,-3.98246,5.33199,1.87694,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.87694
490,-3.97014,5.33081,1.91999,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.91999
491,-4.44255,5.74175,122.26917,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,75.14868
491,-4.44255,5.74175,122.26917,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,47.12049
492,-6.24155,6.9108,89.42439,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,0.00664
492,-6.24155,6.9108,89.42439,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,89.41775
493,-5.05694,7.72555,61.89548,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,61.89548
494,-3.91832,5.24271,0.68376,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.68376
495,-4.06511,5.33197,0.57687,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.57687
496,-3.98162,6.97605,136.68981,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,136.68981
497,-5.09604,6.14353,241.79249,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,115.36925
497,-5.09604,6.14353,241.79249,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,126.42324
498,-6.25725,7.24894,173.43569,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,159.07827
498,-6.25725,7.24894,173.43569,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,14.35743
499,-7.23234,10.0322,1444.57135,57,CIV,Côte d'Ivoire,4,Denguélé,Région,Region,,,1444.57135
500,-2.96723,7.89601,129.33241,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,,129.33241
501,-6.53674,7.51673,313.77713,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,313.77713
502,-5.17329,6.71984,75.238,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,75.238
503,-7.41663,6.5719,358.73194,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,358.73194
504,-7.4104,4.92215,693.00098,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,693.00098
505,-3.97072,6.02429,93.9337,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,93.9337
506,-3.76771,5.47358,50.37799,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,50.37799
507,-4.13166,5.82758,263.2385,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,263.2385
508,-6.54405,6.12031,144.67629,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,144.67629
509,-4.01151,5.3201,0.43338,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.43338
510,-6.90304,6.20088,191.97283,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,191.97283
511,-5.49805,5.83572,352.5813,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,352.5813
512,-6.41961,5.05034,208.52268,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,208.52268
513,-3.95159,5.37013,1.46439,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.46439
514,-4.09221,5.34973,0.22729,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.22729
515,-7.4632,6.8994,584.71779,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,500.56503
515,-7.4632,6.8994,584.71779,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,,84.15276
516,-6.94292,6.74081,261.92283,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,83.68095
516,-6.94292,6.74081,261.92283,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,178.24187
517,-4.24977,5.7403,209.35245,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,209.35245
518,-6.06459,5.6873,444.02608,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,168.6395
518,-6.06459,5.6873,444.02608,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,150.53524
518,-6.06459,5.6873,444.02608,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,124.85135
519,-6.20244,6.26589,68.40916,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,68.40916
520,-7.10427,6.72662,436.36162,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,436.15183
520,-7.10427,6.72662,436.36162,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,0.20979
521,-7.48858,6.54446,236.80946,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,236.80946
522,-6.17791,6.23627,104.09238,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,104.09238
523,-5.72985,9.2243,737.789,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,,737.789
524,-7.49958,6.54896,677.84349,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,677.84349
525,-5.24042,5.53286,240.96012,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,240.96012
526,-3.96858,5.28076,0.8128,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.8128
527,-6.9618,4.69138,191.26566,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,191.26566
528,-7.11337,4.74389,401.14788,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,401.14788
529,-5.02685,5.93634,223.17632,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,57.13354
529,-5.02685,5.93634,223.17632,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,166.04278
530,-5.37514,5.56904,188.67247,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,188.67247
531,-5.30472,6.19529,145.17749,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,17.27348
531,-5.30472,6.19529,145.17749,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,90.11185
531,-5.30472,6.19529,145.17749,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,37.79216
532,-3.97368,5.30246,0.2301,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.2301
533,-7.34652,6.74593,38.73064,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,38.73064
534,-7.35267,6.74444,77.43894,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,77.43894
535,-5.27129,9.60201,101.40027,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,,101.40027
536,-6.46277,6.87289,9.02021,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,9.02021
537,-3.97182,5.29142,0.4036,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.4036
538,-6.82948,6.55712,371.68184,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,16.89828
538,-6.82948,6.55712,371.68184,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,354.78356
539,-7.41278,4.68602,640.43299,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,640.43299
540,-4.08068,5.27102,51.06984,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,51.06984
541,-3.74104,5.21655,7.19429,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,7.19429
542,-4.02149,5.32534,0.07331,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.07331
543,-3.86147,6.12383,65.22991,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,65.22991
544,-4.02152,5.33764,0.6067,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.6067
545,-3.98285,5.30865,1.0563,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.0563
546,-3.99791,5.34479,0.54673,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.54673
547,-5.23034,6.88415,100.6536,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,100.6536
548,-3.97922,5.40861,0.76745,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.76745
549,-3.99785,5.26421,1.01049,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.01049
550,-4.00971,5.34732,0.68919,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.68919
551,-6.12115,6.71011,151.97319,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,145.04329
551,-6.12115,6.71011,151.97319,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,6.9299
552,-3.91809,6.16658,228.7383,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,228.7383
553,-4.81095,5.27757,230.36803,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,230.36803
554,-5.16295,6.02769,203.02274,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,203.02274
555,-6.59113,6.48682,74.01188,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,74.01188
556,-6.57473,6.49582,95.22693,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,95.22693
557,-8.11111,6.92131,496.97722,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,327.23589
557,-8.11111,6.92131,496.97722,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,,169.74133
558,-4.00086,5.32999,0.36629,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.36629
559,-4.41012,5.20926,90.56702,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,90.56702
560,-4.09398,5.35122,0.33019,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.33019
561,-3.90031,5.24282,2.06537,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,2.06537
562,-3.99023,5.28796,1.09438,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.09438
563,-6.63813,4.74355,3.5422,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,3.5422
564,-6.6551,4.75082,6.45953,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,6.45953
565,-7.70227,7.73676,697.16672,57,CIV,Côte d'Ivoire,2,Bafing,Région,Region,,,1.72557
565,-7.70227,7.73676,697.16672,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,,695.44114
566,-3.9082,5.36885,20.6737,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,20.6737
567,-5.88051,8.95747,1070.34135,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,,1070.34135
568,-4.04805,5.35436,1.87213,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.87213
569,-5.35869,6.14902,263.81797,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,260.38893
569,-5.35869,6.14902,263.81797,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,3.42903
