CT,field_2,field_3,O_Area_km2,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2,P_Area_km2
83,-3.53552,7.10659,597.70144,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,Département,Department,,,173.7412
83,-3.53552,7.10659,597.70144,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,29,Agnibilékrou,Département,Department,,Agnibilekro,335.95295
83,-3.53552,7.10659,597.70144,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,31,Daoukro,Département,Department,,,88.0073
870,-4.79486,5.34466,320.39634,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,103.55556
870,-4.79486,5.34466,320.39634,57,CIV,Côte d'Ivoire,9,Lagunes,21,Grand-Lahou,Département,Department,,,216.84077
248,-5.26035,7.01237,112.20279,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,Département,Department,,,112.20279
139,-6.78026,7.12552,183.36524,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,28.26054
139,-6.78026,7.12552,183.36524,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,Département,Department,,,155.1047
1139,-6.50883,5.973,101.34619,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,101.34619
474,-6.69567,5.20052,160.96461,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,Département,Department,,,160.96461
786,-4.05711,5.33967,0.57424,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.57424
110,-3.3545,6.98677,138.94068,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,Département,Department,,,50.77013
110,-3.3545,6.98677,138.94068,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,29,Agnibilékrou,Département,Department,,Agnibilekro,88.17055
268,-7.00421,6.25824,298.79599,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,Département,Department,,,32.53332
268,-7.00421,6.25824,298.79599,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,266.26268
422,-3.94752,5.31027,1.27465,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.27465
902,-3.72526,5.19271,7.5531,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,7.5531
733,-4.00469,5.32661,0.42355,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.42355
719,-6.56436,5.39928,48.20678,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,Département,Department,,,2.74376
719,-6.56436,5.39928,48.20678,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,45.46301
1092,-4.95334,5.89672,232.33986,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,Département,Department,,,53.69072
1092,-4.95334,5.89672,232.33986,57,CIV,Côte d'Ivoire,9,Lagunes,21,Grand-Lahou,Département,Department,,,8.55459
1092,-4.95334,5.89672,232.33986,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,Département,Department,,,170.09455
543,-3.86147,6.12383,65.22991,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,Département,Department,,,65.22991
286,-4.09153,5.3547,0.78806,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.78806
445,-5.07506,7.66744,68.48687,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,Département,Department,,,68.48687
1168,-8.1624,6.98668,161.46475,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,Département,Department,,,161.46475
277,-6.61336,4.73619,46.42827,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,Département,Department,,,46.42827
1201,-3.91903,5.25,3.48785,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,3.48785
135,-4.04503,5.63294,278.18326,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,Département,Department,,,249.31036
135,-4.04503,5.63294,278.18326,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,28.8729
997,-6.4421,6.85623,9.67708,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,9.67708
367,-4.70515,6.64737,30.36164,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,Département,Department,,,30.36164
966,-6.85801,6.62643,313.05202,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,26,Duékoué,Département,Department,,,3.17291
966,-6.85801,6.62643,313.05202,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,139.89116
966,-6.85801,6.62643,313.05202,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,Département,Department,,,164.74491
966,-6.85801,6.62643,313.05202,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,5.24304
295,-3.20473,7.14386,125.65659,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,29,Agnibilékrou,Département,Department,,Agnibilekro,57.66746
295,-3.20473,7.14386,125.65659,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,Département,Department,,,67.98913
30,-3.85479,6.09139,116.63463,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,Département,Department,,,116.63463
504,-7.4104,4.92215,693.00098,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,7,Tabou,Département,Department,,,693.00098
1089,-6.38495,10.47301,1587.53487,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,Département,Department,,,46.46543
1089,-6.38495,10.47301,1587.53487,57,CIV,Côte d'Ivoire,14,Savanes,37,Tengréla,Département,Department,,Tingréla,1541.06944
970,-4.0558,5.4899,9.81467,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,9.81467
760,-3.67639,5.18427,37.25673,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,37.25673
203,-8.31238,6.76874,266.67476,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,Département,Department,,,245.99936
203,-8.31238,6.76874,266.67476,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,Département,Department,,,20.67539
253,-3.80428,6.2513,119.86146,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,Département,Department,,,119.86146
70,-3.66106,5.4971,251.70859,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,251.70859
204,-4.69351,5.82019,278.10823,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,Département,Department,,,9.02767
204,-4.69351,5.82019,278.10823,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,31.48768
204,-4.69351,5.82019,278.10823,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,Département,Department,,,237.59288
932,-4.07411,5.33032,0.16997,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.16997
125,-3.38724,5.14509,17.45759,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,Département,Department,,,17.45759
437,-4.00176,5.2738,1.02062,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.02062
164,-6.18901,7.18813,334.92321,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,Département,Department,,,28.59811
164,-6.18901,7.18813,334.92321,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,Département,Department,,,26.64703
164,-6.18901,7.18813,334.92321,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,279.67807
1157,-6.66027,6.96702,355.0573,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,355.0573
191,-3.98109,5.44459,59.4691,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,59.4691
829,-4.09969,5.3547,1.19236,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.19236
876,-8.28935,6.57907,375.38558,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,Département,Department,,,96.80254
876,-8.28935,6.57907,375.38558,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,Département,Department,,,278.58304
581,-6.22362,7.32934,406.84035,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,Département,Department,,,405.8726
581,-6.22362,7.32934,406.84035,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,Département,Department,,,0.96774
1175,-3.9465,5.33464,1.10524,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.10524
1170,-6.53011,6.91755,121.05377,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,121.05377
572,-3.38467,5.30036,105.37952,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,Département,Department,,,83.07471
572,-3.38467,5.30036,105.37952,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,22.30481
478,-6.1251,5.90172,382.33444,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,Département,Department,,,380.90473
478,-6.1251,5.90172,382.33444,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,1.42971
378,-5.11082,6.47698,216.4246,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,Département,Department,,,216.4246
649,-5.68231,5.8562,145.58631,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,Département,Department,,,145.58631
1145,-3.16087,5.80487,318.03289,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,Département,Department,,,318.03289
440,-4.02037,5.34743,0.4046,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.4046
165,-4.02218,5.34772,0.12583,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.12583
782,-4.74879,9.1923,2156.69764,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,43,Dabakala,Département,Department,,,290.50376
782,-4.74879,9.1923,2156.69764,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,Département,Department,,,72.73962
782,-4.74879,9.1923,2156.69764,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,Département,Department,,,1793.45427
4,-4.07001,5.45137,33.21323,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,33.21323
1074,-4.83646,5.8993,161.44972,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,Département,Department,,,161.44972
1033,-4.02812,5.42649,2.26356,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,2.26356
498,-6.25725,7.24894,173.43569,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,Département,Department,,,159.07827
498,-6.25725,7.24894,173.43569,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,14.3144
498,-6.25725,7.24894,173.43569,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,Département,Department,,,0.04302
863,-6.59038,5.5673,265.10804,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,265.10804
462,-7.53305,7.40851,138.32538,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,Département,Department,,,15.35797
462,-7.53305,7.40851,138.32538,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,Département,Department,,,122.96741
752,-7.80106,9.93639,3483.2596,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,Département,Department,,,3483.2596
1204,-5.46468,5.2294,271.36857,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,Département,Department,,,197.08724
1204,-5.46468,5.2294,271.36857,57,CIV,Côte d'Ivoire,9,Lagunes,21,Grand-Lahou,Département,Department,,,74.28133
1011,-4.18117,5.33832,30.69671,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,30.69671
1179,-8.13137,7.12068,253.2157,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,Département,Department,,,253.2157
556,-6.57473,6.49582,95.22693,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,Département,Department,,,95.22693
1085,-7.47771,10.33107,1605.47183,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,Département,Department,,,1605.47183
57,-4.0397,5.32767,1.08793,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.08793
489,-3.98246,5.33199,1.87694,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.87694
1233,-7.5864,7.28855,267.16149,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,Département,Department,,,267.16149
1189,-6.87623,6.78226,136.89287,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,136.89287
962,-6.30395,7.02203,214.8769,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,214.8769
1032,-6.47044,6.88843,22.72273,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,22.72273
576,-3.92274,5.35884,4.03265,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,4.03265
732,-4.00517,5.32725,0.1009,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.1009
1088,-4.95674,8.14478,1127.86895,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,Département,Department,,,58.97586
1088,-4.95674,8.14478,1127.86895,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,43,Dabakala,Département,Department,,,289.38839
1088,-4.95674,8.14478,1127.86895,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,Département,Department,,,779.5047
331,-6.4505,6.88631,3.97912,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,3.97912
577,-4.18986,6.64537,234.7308,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,Département,Department,,,2.74379
577,-4.18986,6.64537,234.7308,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,Département,Department,,,231.98701
389,-8.09925,6.57752,389.08436,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,Département,Department,,,389.08436
364,-4.41005,6.49549,133.18571,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,Département,Department,,,133.18571
655,-3.45973,5.33576,110.31353,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,Département,Department,,,21.14469
655,-3.45973,5.33576,110.31353,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,89.16884
1044,-5.31381,9.31672,503.99837,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,Département,Department,,,395.90844
1044,-5.31381,9.31672,503.99837,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,Département,Department,,,59.32452
1044,-5.31381,9.31672,503.99837,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,Département,Department,,,48.76541
913,-3.2041,5.46974,24.10027,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,Département,Department,,,24.10027
612,-5.6234,9.42033,167.90749,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,Département,Department,,,167.90749
832,-4.05112,5.44672,1.59289,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.59289
79,-3.96099,5.36338,0.53427,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.53427
862,-5.16696,8.39806,1408.08024,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,43,Dabakala,Département,Department,,,145.46578
862,-5.16696,8.39806,1408.08024,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,Département,Department,,,1262.61446
1128,-4.01321,5.41305,0.71991,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.71991
1216,-3.28543,7.88071,498.15704,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,Département,Department,,,189.40707
1216,-3.28543,7.88071,498.15704,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,Département,Department,,,308.74997
313,-4.06448,5.3375,0.62378,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.62378
441,-5.59607,5.11436,169.9363,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,Département,Department,,,169.9363
296,-5.06052,7.70575,23.55142,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,Département,Department,,,23.55142
560,-4.09398,5.35122,0.33019,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.33019
1230,-5.54117,6.90734,216.94626,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,Département,Department,,,209.11912
1230,-5.54117,6.90734,216.94626,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,Département,Department,,,7.82713
527,-6.9618,4.69138,191.26566,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,Département,Department,,,191.26566
981,-6.93234,7.95702,1533.09998,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,Département,Department,,,102.89733
981,-6.93234,7.95702,1533.09998,57,CIV,Côte d'Ivoire,18,Worodougou,47,Séguéla,Département,Department,,,860.31514
981,-6.93234,7.95702,1533.09998,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,Département,Department,,,569.8875
116,-5.14975,7.61025,221.99603,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,Département,Department,,,88.50758
116,-5.14975,7.61025,221.99603,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,45,Sakassou,Département,Department,,Sakasso,133.48845
571,-5.14881,6.84095,259.698,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,Département,Department,,,0.75699
571,-5.14881,6.84095,259.698,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,Département,Department,,,258.94101
213,-7.17006,7.15516,669.81553,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,Département,Department,,,67.70122
213,-7.17006,7.15516,669.81553,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,9,Bangolo,Département,Department,,,431.76055
213,-7.17006,7.15516,669.81553,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,1.44672
213,-7.17006,7.15516,669.81553,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,Département,Department,,,168.90704
742,-4.02586,5.31734,0.79029,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.79029
844,-3.59099,5.3765,161.59121,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,161.59121
982,-3.98066,5.36154,0.67494,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.67494
207,-3.88979,5.35592,13.74861,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,13.74861
992,-3.94186,5.25223,2.05206,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,2.05206
1031,-3.99222,5.40626,0.87774,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.87774
417,-7.38354,7.37782,550.94959,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,Département,Department,,,145.57565
417,-7.38354,7.37782,550.94959,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,Département,Department,,,405.37395
869,-4.00224,5.35321,0.92562,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.92562
867,-6.59569,5.94054,35.88037,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,35.88037
651,-5.20995,9.58372,73.62564,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,Département,Department,,,73.62564
1172,-5.20076,6.13588,151.14073,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,Département,Department,,,88.90618
1172,-5.20076,6.13588,151.14073,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,Département,Department,,,62.23455
660,-6.31988,6.31404,122.1069,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,Département,Department,,,82.74497
660,-6.31988,6.31404,122.1069,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,Département,Department,,,39.36193
984,-5.39928,9.61511,510.85802,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,Département,Department,,,119.86601
984,-5.39928,9.61511,510.85802,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,Département,Department,,,390.99201
914,-3.9779,5.34546,0.49117,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.49117
92,-4.06392,6.77802,210.34475,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,Département,Department,,,210.34475
216,-3.99823,5.32433,0.69523,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.69523
1125,-4.00767,5.30777,0.28782,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.28782
988,-6.0388,5.30871,250.94731,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,5,Sassandra,Département,Department,,,250.94731
636,-5.19887,6.53935,141.19308,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,Département,Department,,,141.19308
199,-3.63036,6.07169,555.38404,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,Département,Department,,,532.84567
199,-3.63036,6.07169,555.38404,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,22.53837
1038,-4.05923,5.43652,10.9378,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,10.9378
1066,-5.64045,9.4444,58.113,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,Département,Department,,,58.113
459,-6.42029,5.99654,98.89288,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,98.89288
735,-4.01296,5.322,0.07748,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.07748
878,-3.98451,5.28436,0.99709,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.99709
178,-3.84168,6.47148,380.09221,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,Département,Department,,,370.24265
178,-3.84168,6.47148,380.09221,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,Département,Department,,,9.84955
580,-3.96428,5.25372,0.55934,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.55934
355,-3.33338,5.40063,77.37262,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,Département,Department,,,77.37262
495,-4.06511,5.33197,0.57687,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.57687
220,-4.67297,5.90559,233.25876,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,Département,Department,,,20.80412
220,-4.67297,5.90559,233.25876,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,Département,Department,,,212.45464
141,-5.94555,6.14865,60.1245,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,Département,Department,,,60.1245
457,-4.0206,5.35227,0.18961,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.18961
1199,-4.37496,6.01521,124.66722,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,Département,Department,,,124.66722
114,-4.00285,5.30028,0.31288,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.31288
640,-3.21182,5.39003,91.65917,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,Département,Department,,,91.65917
903,-3.97038,5.30329,0.3939,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.3939
584,-4.10786,5.36651,1.81484,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.81484
549,-3.99785,5.26421,1.01049,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.01049
825,-4.8301,5.98832,215.02906,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,Département,Department,,,215.02906
889,-7.73554,7.15865,377.78105,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,Département,Department,,,377.78105
1045,-6.16271,7.59566,488.51317,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,Département,Department,,,111.71313
1045,-6.16271,7.59566,488.51317,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,Département,Department,,,40.30249
1045,-6.16271,7.59566,488.51317,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,Département,Department,,,336.49754
775,-3.08964,5.37344,80.0554,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,Département,Department,,,80.0554
680,-6.22495,7.08731,245.47008,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,Département,Department,,,57.39962
680,-6.22495,7.08731,245.47008,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,188.07045
310,-4.01369,5.43864,0.28518,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.28518
255,-2.9829,9.27721,2973.74586,57,CIV,Côte d'Ivoire,19,Zanzan,49,Bouna,Département,Department,,,2973.74586
684,-4.07577,5.38108,8.52094,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,8.52094
133,-7.56439,9.5025,1676.33472,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,Département,Department,,,1676.33472
1002,-4.70106,6.64236,140.92123,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,Département,Department,,,69.2772
1002,-4.70106,6.64236,140.92123,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,Département,Department,,,5.51909
1002,-4.70106,6.64236,140.92123,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,Département,Department,,,66.12495
796,-7.34368,5.1883,903.91752,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,7,Tabou,Département,Department,,,903.66801
796,-7.34368,5.1883,903.91752,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,Département,Department,,,0.24951
679,-6.78079,6.28588,374.75926,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,Département,Department,,,279.77272
679,-6.78079,6.28588,374.75926,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,94.98654
1073,-3.02598,5.14076,84.06385,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,Département,Department,,,84.06385
361,-4.96368,7.09519,442.56007,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,Département,Department,,,442.56007
